2.16667, 2.33333 
2.16667, 2.66667 
2.16667, 2.83333 
2.14405, 2.39405 
2.13889, 2.38889 
2.08333, 2.36667 
2.0, 3.0 
1.83333, 2.5 
1.81667, 1.9 
1.75, 2.66667 
1.73375, 1.75683 
1.7, 1.95 
1.58333, 1.75 
1.58333, 2.0 
1.53333, 1.66667 
1.5, 3.5 
1.5, 1.66667 
1.5, 2.75 
1.5, 1.83333 
1.43552, 1.5 
1.42424, 1.66667 
1.36667, 1.45 
1.33333, 2.66667 
1.33333, 1.83333 
1.25, 1.75 
1.25, 2.0 
1.2, 1.53333 
1.2, 1.44444 
1.19405, 1.36071 
1.16667, 1.33333 
1.16667, 2.0 
1.16667, 1.83333 
1.16667, 1.5 
1.08333, 2.0 
1.08333, 1.41667 
1.03333, 1.36667 
1.02778, 1.19444 
1.0, 2.5 
1.0, 2.33333 
1.0, 1.2 
1.0, 1.25 
1.0, 1.5 
1.0, 2.0 
1.0, 1.58333 
1.0, 1.5 
1.0, 1.23333 
1.0, 1.83333 
1.0, 1.41667 
1.0, 1.08333 
1.0, 2.0 
1.0, 1.16667 
1.0, 1.25 
1.0, 2.0 
1.0, 1.5 
1.0, 1.33333 
1.0, 1.83333 
0.95, 1.2 
0.95, 1.33333 
0.95, 1.0 
0.916667, 1.0 
0.916667, 1.0 
0.916667, 1.5 
0.916667, 1.0 
0.911111, 0.991667 
0.902778, 1.0 
0.9, 1.08333 
0.9, 1.23333 
0.833333, 1.0 
0.833333, 0.916667 
0.833333, 1.0 
0.833333, 1.0 
0.833333, 0.916667 
0.833333, 1.25 
0.833333, 1.0 
0.833333, 1.5 
0.833333, 1.0 
0.833333, 2.0 
0.833333, 1.0 
0.833333, 1.16667 
0.833333, 1.0 
0.833333, 1.0 
0.833333, 1.08333 
0.833333, 1.33333 
0.833333, 1.03333 
0.833333, 2.36667 
0.833333, 1.0 
0.833333, 2.5 
0.833333, 2.25 
0.833333, 1.5 
0.825, 1.33333 
0.825, 1.5 
0.821825, 0.839683 
0.808766, 0.917857 
0.805556, 1.05556 
0.783333, 1.5 
0.783333, 1.11667 
0.75, 1.33333 
0.75, 0.833333 
0.75, 1.0 
0.75, 1.33333 
0.75, 1.5 
0.75, 1.0 
0.75, 1.0 
0.75, 1.0 
0.75, 3.08333 
0.75, 1.0 
0.75, 1.53333 
0.75, 1.0 
0.75, 1.0 
0.75, 0.95 
0.733333, 0.87619 
0.717857, 0.759524 
0.666667, 1.0 
0.666667, 2.16667 
0.666667, 0.833333 
0.666667, 1.45 
0.666667, 0.916667 
0.666667, 0.916667 
0.666667, 1.0 
0.666667, 1.25 
0.666667, 1.5 
0.666667, 1.75 
0.666667, 1.08333 
0.666667, 1.16667 
0.666667, 1.33333 
0.666667, 1.0 
0.666667, 1.33333 
0.666667, 1.0 
0.666667, 1.5 
0.666667, 1.5 
0.666667, 1.0 
0.666667, 1.5 
0.666667, 2.0 
0.666667, 1.0 
0.666667, 0.833333 
0.666667, 1.03333 
0.666667, 1.0 
0.666667, 0.833333 
0.666667, 1.0 
0.666667, 1.0 
0.65, 0.983333 
0.64359, 0.667832 
0.634524, 0.833333 
0.616667, 0.65 
0.583333, 1.91667 
0.583333, 1.83333 
0.583333, 1.58333 
0.583333, 0.75 
0.583333, 1.0 
0.583333, 2.0 
0.583333, 0.833333 
0.583333, 1.16667 
0.583333, 0.666667 
0.583333, 0.916667 
0.583333, 1.0 
0.583333, 0.666667 
0.583333, 0.833333 
0.583333, 1.16667 
0.583333, 0.75 
0.583333, 1.0 
0.583333, 1.0 
0.583333, 1.83333 
0.583333, 1.0 
0.583333, 1.16667 
0.583333, 0.833333 
0.583333, 0.833333 
0.583333, 0.916667 
0.571429, 0.75 
0.566667, 0.72619 
0.559524, 0.674242 
0.55, 0.583333 
0.549242, 0.749242 
0.549242, 0.610714 
0.542857, 1.01786 
0.542857, 0.565079 
0.536111, 0.578968 
0.535714, 0.727417 
