76882.0,76881.0,2.45
76884.0,76883.0,1.0
76885.0,76883.0,11.0
76887.0,76886.0,1.0
76889.0,76888.0,2.0
76895.0,76894.0,0.5
76896.0,76894.0,0.5
76896.0,76895.0,2.5
76899.0,76898.0,5.0
76901.0,76900.0,3.0
76902.0,76897.0,0.833333
76903.0,76897.0,1.83333
76903.0,76902.0,9.58333
76906.0,76905.0,3.5
76907.0,76905.0,2.16667
76907.0,76906.0,1.83333
76909.0,76908.0,4.5
76910.0,76908.0,4.5
76910.0,76909.0,5.5
76912.0,76911.0,5.0
76914.0,76913.0,7.53333
76917.0,76916.0,7.66667
76918.0,76916.0,2.33333
76918.0,76917.0,1.33333
76920.0,76919.0,0.5
76921.0,76919.0,3.5
76921.0,76920.0,0.5
76922.0,76916.0,0.5
76923.0,76922.0,2.75
76927.0,76926.0,3.0
76929.0,76928.0,0.5
76930.0,76928.0,0.5
76930.0,76929.0,0.5
76937.0,76936.0,1.0
76942.0,76941.0,5.0
76944.0,76943.0,1.0
76946.0,76945.0,3.5
76947.0,76945.0,0.5
76947.0,76946.0,0.5
76948.0,76922.0,0.5
76950.0,76949.0,2.0
76953.0,76952.0,1.0
76954.0,76920.0,7.83333
76956.0,76955.0,1.0
76958.0,76957.0,1.0
76960.0,76903.0,0.5
76961.0,76960.0,4.25
76962.0,76960.0,7.33333
76962.0,76961.0,0.333333
76963.0,76960.0,0.333333
76963.0,76961.0,1.33333
76963.0,76962.0,0.333333
76964.0,76902.0,3.33333
76965.0,76902.0,3.0
76965.0,76903.0,1.5
76965.0,76964.0,0.5
76967.0,76966.0,4.66667
76970.0,76902.0,2.0
76970.0,76964.0,0.833333
76970.0,76969.0,1.0
76972.0,76917.0,0.25
76973.0,76917.0,0.25
76973.0,76922.0,0.333333
76973.0,76972.0,0.75
76974.0,76917.0,0.25
76974.0,76972.0,0.75
76974.0,76973.0,0.75
76975.0,76950.0,1.0
76977.0,76976.0,1.0
76979.0,76978.0,2.33333
76980.0,76966.0,0.916667
76980.0,76978.0,0.333333
76980.0,76979.0,0.333333
76981.0,76978.0,0.333333
76981.0,76979.0,1.2
76981.0,76980.0,1.16667
76984.0,76983.0,0.333333
76985.0,76972.0,1.16667
76985.0,76983.0,0.333333
76985.0,76984.0,0.333333
76986.0,76983.0,0.333333
76986.0,76984.0,0.333333
76986.0,76985.0,0.333333
76989.0,76988.0,4.0
76992.0,76991.0,2.0
76993.0,76902.0,1.33333
76993.0,76964.0,6.66667
76993.0,76970.0,2.5
76995.0,76914.0,1.0
76995.0,76994.0,0.666667
76996.0,76994.0,3.66667
76996.0,76995.0,0.666667
76997.0,76994.0,0.666667
76997.0,76995.0,0.666667
76997.0,76996.0,0.666667
76998.0,76976.0,1.91667
76999.0,76976.0,4.25
76999.0,76998.0,0.916667
77000.0,76976.0,0.25
77000.0,76998.0,0.25
77000.0,76999.0,0.25
77001.0,76976.0,7.58333
77001.0,76998.0,2.91667
77001.0,76999.0,2.25
77001.0,77000.0,0.25
77003.0,77002.0,6.41667
77005.0,77004.0,1.0
77006.0,76914.0,0.5
77007.0,77006.0,7.0
77010.0,77009.0,1.0
